dt,tweet,User,local
2020-12-30 16:57:03,COVID-19 Vaccine Maker Pfizer Paid $2.3 Billion In Largest Healthcare Fraud Settlement in History… https://t.co/kKvwjO5yE0,BlacklistedNews,
2020-12-30 16:55:31,"6/n And the timing of the second dose doesn't have to be exact: https://t.co/BULNuQsFCt  Ontario, Canada decided no… https://t.co/8igSrqy5iZ",TinglongDai,"Baltimore, MD"
2020-12-30 16:55:29,0/n The biggest puzzle in the last few days of 2020 is this: Why is COVID-19 vaccine rollout so slow in the US?   T… https://t.co/QUGlvjkw7P,TinglongDai,"Baltimore, MD"
2020-12-30 16:55:00,SCMP: A 45-year-old nurse in California tested positive for Covid-19 more than a week after receiving Pfizer’s coro… https://t.co/ms72v6qr8Z,originalchamp,"Bangkok, Thailand"
2020-12-30 16:54:54,"#health  #Pfizer's candidate at large needs some time to build up defenses, experts say after vaccinated nurse caug… https://t.co/iXNKJSpvyj",grabancijas,Republic of Croatia
2020-12-30 16:54:53,Swiss Patient Dies Shortly After Receiving Pfizer COVID Vaccine   But wait.  @RTB_HRoss and @RTB_official says they… https://t.co/Pmlf2lgVLC,rightjb,USA
2020-12-30 16:54:41,@CDLO26 @dremilyportermd We arent refusing the vaccine because of its risks. We are refusing it because we arent af… https://t.co/UhhtUwZYBn,KorbeKGaming,"Texas, USA"
2020-12-30 16:54:27,Anti-COVID vaccination is due to start in January/ Rama: We have agreed in principle with Pfizer-… https://t.co/TpqUR8ia1B,atagoval_en,
2020-12-30 16:54:11,"Go figure...  Vaccinated US nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABC… https://t.co/ToTHFkq2P0",roblara05,"San Jose, CA"
2020-12-30 16:54:02,"Time: 11:30 am.  Place: University of MD Medical Center, Baltimore. Subject: Received the Pfizer-BioNTech COVID-19… https://t.co/zsr4w5kMko",jaczeisler,"Baltimore, MD"
2020-12-30 16:53:42,"@BrexitHome Considering we were able to approve the Pfizer vaccine, and now the Oxford vaccine for immediate use, d… https://t.co/dhFmc0Is8k",TrudgianDavid,"Bishop's Cleeve, England"
2020-12-30 16:53:33,👍🙏👌Un excellent article pour mieux comprendre comment le vaccin anti-Covid-19 fonctionne 👍👍 🛑🦠👈 ! How the Pfizer-Bi… https://t.co/INxIgVu8qr,joernputz1,"Strasbourg, France"
2020-12-30 16:53:08,Pfizer warns there is NO proof its Covid jab works when doses are taken 12 weeks apart as UK regulator scraps 21-da… https://t.co/ym2Ec1WZLl,Lolly121306,in your dreams
2020-12-30 16:53:07,"📢 People living with the virus were initially excluded from Pfizer and Moderna's vaccine trials, but that changed w… https://t.co/lAlTZTC3cd",pancaporg,Guyana
2020-12-30 16:53:03,"America's Pfizer was the first one to apply for the accelarated approval on December 4, followed by the SII and Bha… https://t.co/aBzN3OMAqL",ibtimes_india,India
2020-12-30 16:53:02,@DrEricDing One technicality not addressed is whether their definition of efficacy is the same as Moderna/Pfizer’s… https://t.co/PP1byCxRii,AMcA32449832,"Tennessee, USA"
2020-12-30 16:52:35,"Singapore begins Covid-19 vaccinations, marking 'new chapter' in virus fight - The Edge Markets MY: SINGAPORE (Dec… https://t.co/yFB0cDeAtW",globalfirstnews,Globally-Worldwide
2020-12-30 16:52:21,2 Alaska Health Workers Got Emergency Treatment After Receiving Pfizer’s Vaccine  #CoronaVaccine #PfizerVaccine https://t.co/lZeMoouTJf,mustapha_muh,North Africa & Europe
2020-12-30 16:51:33,In line to get my first dose of the Pfizer COVID-19 vaccine 👍 Thankful to be doing my part and hoping 2021 will be a better year ❤,devontheclouds,This is America
2020-12-30 16:50:29,"Obligatory COVID vaccine photo. Thank you Pfizer, ISDH, and @IUHealthBloom ☮️❤️😷 https://t.co/6IlPQ7bBsN",eewyatt,"Bloomington, IN"
2020-12-30 16:50:21,"Great news, friends. Got grandma (&gt;80) signed up for her Biontech-Pfizer Covid vaccine doses on January 20 and Febr… https://t.co/KxH49JKbHq",Fringenos,"Baden-Württemberg, Germany"
2020-12-30 16:50:05,Delighted that the MHRA has revised it's advice based on further evidence gathering &amp; reduced the restrictions on p… https://t.co/6OQ8A7joND,DrAdamFox,"London, UK"
2020-12-30 16:50:01,@MadelaineLucieH Whilst it would be great if vaccination put us back to normal the govt and Pfizer have already sai… https://t.co/xAYoVD2eeh,BriteSponge,UK
2020-12-30 16:50:01,@markrmcqueen @pfizer @CP24 78k LTC beds in the province. 72% of deaths are from LTC.  78k doses (even first doses… https://t.co/OY71RWlTbS,gilesanderson,
2020-12-30 16:49:54,"In the Phase 3 published on Dec 10th (Pfizer BioNTech), Table S5 looks at development of severe COVID after the fir… https://t.co/FCEbLHyAyj",andrew_croxford,
2020-12-30 16:49:33,"Prev Vaccinations: syncopal episode as child  Write-up: 11 minutes after first dose of Covid Pfizer vaccine, patien… https://t.co/RsmKi7QUeR",dailywokeup,
2020-12-30 16:49:04,"@johniadarola Larry &amp; Terian Chertok participate in Pfizer COVID-19 Vaccine Trial. As Barry Rabin said, Bill &amp; Joan… https://t.co/5eWJHM4DKE",Riverseeker,"ÜT: 39.972652,-75.846672"
2020-12-30 16:48:51,U.S. nurse contracts COVID-19 after receiving Pfizer’s vaccine https://t.co/fzuj2OwMtR,TheNationNews,"Lagos, Nigeria"
2020-12-30 16:48:46,"Vaccinated US nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABC https://t.co/5CWnNOBHOm via @Yahoo",MATHEWSNINAN,Texas.
2020-12-30 16:48:21,"Beautiful, encouraging photos and story of manåmko elders  in Guam receiving the COVID-19 vaccine: https://t.co/vOZ5ZWmogU",fay_gordon,
2020-12-30 16:48:08,ER nurse tested positive for COVID-19 more than a week after receiving Pfizer vaccine https://t.co/oT8g6F1Lri,indynewsmedia,"Indianapolis, IN"
2020-12-30 16:48:03,"@BrianKempGA. Brian what’s taking so long.  This is directly your job. Do something, stupid.  @cbs46 @ajc @FoxNews… https://t.co/Hyft35kIWI",donindacula,"Georgia, USA"
2020-12-30 16:47:32,Even though: Pfizer/BioNTech said categorically that their vaccine was not designed to be used in two shots 12 week… https://t.co/d0LCCccVvM,DuncanBlunt,Penarth
2020-12-30 16:47:26,CALIFORNIA NURSE TESTS POSITIVE OVER A WEEK AFTER RECEIVING PFIZER COVID-19 VACCINE.  Read more at… https://t.co/F1jmIAXMY0,FyambeMedia,"Lusaka, Zambia"
2020-12-30 16:47:22,🚨🚨CoVid Vaccine UPDATE!!!🚨🚨  It's been 2 weeks since I received the Pfizer vaccine. Still Alive and Well.   No Sign… https://t.co/k8q0syLnBW,MatthewClarkeMD,
2020-12-30 16:46:46,How Pfizer and Moderna's COVID-19 Vaccines Work Using mRNA @UMN_Pharmacy #COVIDvaccine https://t.co/irMBJZ0zps,UMNclinaffairs,"Minneapolis, MN"
2020-12-30 16:46:39,"@inoviolt Some vulnerable people will die from vaccines that are very reactogenic, like the Pfizer vax. The FDA rea… https://t.co/sFh0hPBTZG",StevenMcElveen,Orlando
2020-12-30 16:46:33,"@david_kochman @daphnezohar Hard, perhaps, but they're doing it.  https://t.co/FPI1Jw7LOj",RidleyDM,"Maryland, USA"
2020-12-30 16:46:30,@catkngai @markets One technicality not addressed is whether their definition of efficacy is the same as Moderna/Pf… https://t.co/eEUFBBAFXy,AMcA32449832,"Tennessee, USA"
2020-12-30 16:46:29,"Matthew 45 ,a male nurse in California,who received first dose of PfizerBioNTech coronavirus vaccine on 18th Decemb… https://t.co/sLJOORIHX4",FieldsKolar,
2020-12-30 16:46:17,"so how did Pfizer get around this  simple: they put five doses in one vial  that’s unusual, but in the circumstance… https://t.co/jClTC81jw9",declamare,outside
2020-12-30 16:44:50,"In a press release issued on Dec. 17, Pfizer said that the company has millions of doses of its Covid-19 vaccines s… https://t.co/fgGjKIl9HF",freshwaterseah1,
2020-12-30 16:44:46,Pfizer and BioNTech Reach an Agreement to Supply the EU with 200 Million Doses of Their BNT162b2 mRNA-based Vaccine… https://t.co/fn0CdA3W9M,LasVegasVans,"Las Vegas, NV"
2020-12-30 16:44:41,@maelfyn Swiss person dies after COVID-19 vaccination; no indication if death related to inoculation https://t.co/IIW5s2AEON,thinktankch,🇸🇻
2020-12-30 16:44:40,"@realDonaldTrump In a press release issued on Dec. 17, Pfizer said that the company has millions of doses of its Co… https://t.co/i8FicXN0lL",freshwaterseah1,
2020-12-30 16:44:26,Swiss person dies after COVID-19 vaccination; no indication if death related to inoculation https://t.co/bZz2Bzb2pq,thinktankch,🇸🇻
2020-12-30 16:43:55,Tweet from @Reuters California nurse tests positive over a week after receiving Pfizer COVID-19 vaccine: ABC… https://t.co/iDIDO35voo,Tigerfists88,LOUISIANA
2020-12-30 16:43:16,For those worried about relatives who’ve already had 1st dose of Pfizer vaccine waiting longer for next dose - this… https://t.co/8vy3XHox5l,charlotterlynch,"Newcastle Upon Tyne, England"
2020-12-30 16:42:31,Breaking News “COVID-19 VACCINE” : California Nurse tests Positive 8 days after taking *** PFIZER *** COVID-19 Vacc… https://t.co/qwi8yReM22,expert_clinical,"LONDON, U.K"
2020-12-30 16:42:25,@MasaSaarnela https://t.co/xyD3IyaR49. ”Administer the Pfizer-BioNTech COVID-19 Vaccine intramuscularly. After dilu… https://t.co/gJH3w1x7ZM,sirkkusaatela,Finland
2020-12-30 16:42:23,@DrMadej Pfizer Laboratories has received funds from the Bill Gates Foundation that has invested in expanding acces… https://t.co/ItJ2fjkib6,bareq400,
2020-12-30 16:41:34,#Oxford-#AstraZeneca #Vaccine has #UK clearance.   It was 62% effective (less than #Pfizer-BioNTech one and… https://t.co/76YEAaaEnX,VCSTX,"Bruselas, Bélgica"
2020-12-30 16:41:31,"Vaccinated US nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABC https://t.co/Ejt5hzP33w via @Yahoo",melissabak3,"Downtown Jacksonville, FL"
2020-12-30 16:41:24,"Vaccinated US nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABC https://t.co/WEpJDDVt75 via @Yahoo",HenryBriseno4,
2020-12-30 16:41:24,US nurse tests positive for COVID after receiving Pfizer vaccine https://t.co/qenjrTcKB5 via @ePieceOfPaper,askabdulqadir,Mahul Azamgarh Uttar Pradesh
2020-12-30 16:41:09,"COVID/HIV - ""It is unclear whether vaccines prevent transmission of COVID-19. In their clinical trials, Pfizer/BioN… https://t.co/ZqSdZZGVbk",ARhysTay,"Biden-Harris, USA"
2020-12-30 16:40:55,« New York driver had a car accident over a week after receiving Pfizer COVID-19 vaccine. » https://t.co/VsefURlxZZ,MatthieuGariel,Paris 8e | Grenoble
2020-12-30 16:40:26,California nurse tests positive over a week after receiving Pfizer Covid-19 vaccine: Report https://t.co/sterY60PWF via @timesofindia,anish_nanda,"Mumbai, India"
2020-12-30 16:40:12,https://t.co/VlXes8b8qe  Trust big pharma with your health! #Sheep #Pzifer #vaccine,MCubed1111,Kansas City 
2020-12-30 16:39:53,There is no common sense to Dr. Fauci and CDC's recommendations to wear masks and carry out social distancing after… https://t.co/ypBnirkFCI,JackSturman4,
2020-12-30 16:39:43,@realDonaldTrump Is it EVER up to you to take responsibility....EVER... I know that’s a big word but hang on you ca… https://t.co/HvYVvnxXPZ,PaulaDo06619127,
2020-12-30 16:39:36,"Vaccinated U.S. nurse contracts COVID-19, expert says Pfizer shot needed more time to work: Report https://t.co/ARkLvfLSnY",MRH_1984,Canada
2020-12-30 16:39:28,"@manuelansede @Bob_Wachter Han actualizado: link between COVID-19 shot, Swiss death 'highly unlikely' - drugs regul… https://t.co/KfgYztufFv",Imanerachidi,The Netherlands
2020-12-30 16:39:25,@MarkWallaceGlos @Dannyceres @Smyth_Chris Above image is from the FDA website. This is from UK Gov:… https://t.co/yDQ2MMa7wO,ktaylor7367,
2020-12-30 16:39:08,WDGPH is the first public health unit in Ontario approved for storage and administration of the #COVID19 vaccine. I… https://t.co/BrMe31miXG,WellingtonCty,"Wellington County, Ontario"
2020-12-30 16:38:55,"@shrikan30176788 @CNN You really need some common knowledge. It means if without the vaccine, 100people  will get C… https://t.co/fZKyInAUD5",Dunlukmyname,"Wonderland, Avatar Planet"
2020-12-30 16:38:54,Pfizer warns there is NO proof its Covid jab works when doses are taken 12 weeks apart as UK regulator scraps 21-da… https://t.co/XkMs8ySj6x,AMAinsight,
2020-12-30 16:38:49,@krishgm Above image is from the FDA website. This is from https://t.co/uiTOkYJKZC https://t.co/26Nf41uuMK,ktaylor7367,
2020-12-30 16:38:45,"If I'm going to go viral, a post encouraging people to vaccinate is definitely the way to do it.… https://t.co/p1oJ1UBfLZ",amandahowellmph,"San Francisco, CA"
2020-12-30 16:38:21,"@tmprowell @Reuters Let’s rework the headline, shall we?  Covid cases occurring 1-2 weeks after administration of P… https://t.co/cJAyMZoBWO",_DavidGlassman,"Cedar Rapids, IA"
2020-12-30 16:37:33,Swiss Patient Dies Shortly After Receiving Pfizer COVID Vaccine https://t.co/fxAq9MznMn,WARXNEWSDOTCOM,"Queensland, Australia , Global"
2020-12-30 16:37:29,A 45-year-old nurse in California tested positive for COVID-19 more than a week after receiving Pfizer Inc's coronavirus vaccine.,Quark_GluonP,𝙎𝙥𝙖𝙘𝙚𝙏𝙞𝙢𝙚
2020-12-30 16:36:47,COVID-19 update: math So I have been seeing a lot of posts about adverse reactions to the vaccine. Including the ph… https://t.co/SHRgaciAcF,GatapiaRamilo,"Kansas City, MO"
2020-12-30 16:36:47,👇👇👇More issues with the #vaccine. 🤡  https://t.co/9gsvBUWp1q,WatchPeasant,USA
2020-12-30 16:36:30,"Vaccinated US nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABC https://t.co/D9nA7xQk4L via @Yahoo",virginiabrown8,
2020-12-30 16:36:28,@ProjectLincoln @VP @Mike_Pence Probably has to get his pfizer COVID vaccine booster during the time he was scheduled to be there.,Ctansypac,"Chino, CA"
2020-12-30 16:36:20,"How Pfizer came up with the 95% effectiveness number....  ""Vaccinated group had 8/18310 chance (0.00044%) of develo… https://t.co/1siLA8AiVZ",expoztruth,"Chicago, IL"
2020-12-30 16:35:41,Swiss Patient Dies Shortly After Receiving Pfizer COVID Vaccine | ZeroHedge https://t.co/tUMBq7AbFx,christian144Han,Virginia  
2020-12-30 16:35:37,"I'll receive my first shot of the Pfizer COVID-19 Vaccine on January 8th, 2021. I do work on the front line. I'm ve… https://t.co/PyummOc59r",tophedawg,"Prince George, British Columbi"
2020-12-30 16:35:37,"@NewsHour In about 3 months when Covid spikes again, people still will only want Moderna, since Pfizer gave Bell’s palsy to those nurses",BleezyforSheezy,
2020-12-30 16:35:26,Vaccination doesn' provide instant immunity. Pfizer and Moderna vaccines require 2 doses administered weeks apart.… https://t.co/yR8mkqhEHq,HaydeeF14,
2020-12-30 16:35:18,Swiss Patient Dies Shortly After Receiving Pfizer COVID Vaccine  Just a headline until further details are released… https://t.co/0n9DagXSZS,Davecbb,
2020-12-30 16:34:43,California nurse tests positive over a week after receiving Pfizer Covid-19 vaccine - SowetanLIVE https://t.co/sTOLiHtDfQ via @GoogleNews,scividence,South Africa
2020-12-30 16:34:40,An emergency room nurse in the San Diego area tested positive for the coronavirus more than a week after receiving… https://t.co/gONQNLzp3Y,WDTV5News,
2020-12-30 16:34:35,WDGPH is the first public health unit in Ontario approved for storage and administration of the #COVID19 vaccine. I… https://t.co/TIJplaSfoh,WellyAdvertiser,"Fergus, ON, Canada"
2020-12-30 18:00:14,"Vaccinated U.S. nurse contracts COVID-19, expert says Pfizer shot needed more time to work: ABC… https://t.co/HLb9ANhEzd",ReutersIndia,New Delhi
2020-12-30 18:00:00,"Officials say 71,000 out of 278,000 doses of Pfizer and Moderna vaccines have been administered.  https://t.co/3L0PEpKBwS",allabouta2,"Ann Arbor, MI"
2020-12-30 18:00:00,"Vaccinated US nurse contracts COVID-19, expert says Pfizer shot needed more time to work - ABC https://t.co/uNoFJvaXIy",iammix24,"New York, NY"
2020-12-30 17:59:53,@IvankaTrump @GrahamTAllison Pfizer came out with the first approved vaccine. They were not part of Operation Warp… https://t.co/Gzw1V7KSjh,OkBoris1,
2020-12-30 17:59:52,"Covid-19 vaccine: Latest updates on Oxford, Moderna and Pfizer breakthroughs - and who will get it first? https://t.co/GkvhnbodcH",Covbluenose,"England, United Kingdom"
2020-12-30 17:59:35,California nurse tests positive over a week after receiving Pfizer Covid-19 vaccine: Report… https://t.co/Hs2ArCTQm6,JIM88942294,San Lorenzo 
2020-12-30 17:59:13,Pfizer have disowned uk government's decision to leave 12 weeks between first and second covid vaccination. No evid… https://t.co/HUXPNBmZxm,petertimmins3,"Pardaillan, France"
2020-12-30 17:58:59,COVID-19 Pfizer vaccine: Will it end the crisis? https://t.co/qvgjoRR7GY,publish70628725,EGYPT
2020-12-30 17:58:33,Swiss Patient Dies Shortly After Receiving Pfizer COVID Vaccine https://t.co/xIF75wQLZ1,SagaciousNews,United States
2020-12-30 17:58:01,@Santiaguerra2 @BBCNews @BBCFergusWalsh I get that. But it seems like the Oxford rollout might be slower (initially… https://t.co/GjVtDMiaz3,fact_covid,"London, England"
2020-12-30 17:57:45,@becky_tull I don’t care about swine flu. I care about Covid. And we are behind on distribution. Cutting red tape a… https://t.co/DzMY82awg1,Jennife26287039,
2020-12-30 17:57:00,U.S. nurse contracts COVID-19 after receiving Pfizer’s vaccine https://t.co/MoQLF8XpmQ,WSJforum,Republic of Ireland.
